FEA Run,Global Fitness
1,7187.225993558093
2,172.6051778216686
3,2.8779600879321334
4,1.0178440922375585
5,0.7137456209530907
6,0.11718703506573996
7,0.08219483595909549
8,0.06613105137764211
9,0.025685171369942063
10,0.02237863663056564
11,0.021268507152913414
12,0.019883474533783953
13,0.019857970855558064
14,0.004640338079353167
15,0.0008935984078665855
16,0.0008935984078665855
17,0.0008935984078665855
18,0.0008935984078665855
19,0.0008935984078665855
20,0.0008935984078665855
21,0.0008935984078665855
22,0.0008935984078665855
23,0.0008935984078665855
24,0.0008935984078665855
25,0.0008935984078665855
26,0.0008935984078665855
27,0.0008935984078665855
28,0.0008935984078665855
29,0.0008935984078665855
30,0.0008935984078665855
31,0.0008935984078665855
32,0.0008935984078665855
33,0.0007429636356347826
34,0.0007429636356347826
35,0.0007429636356347826
36,0.0007429636356347826
37,0.0007429636356347826
38,0.0007429636356347826
39,0.0007429636356347826
40,0.0007429636356347826
41,0.0007429636356347826
42,0.0007429636356347826
43,0.0007429636356347826
44,0.000696743821668913
45,0.000696743821668913
46,0.0006735960447355373
47,0.0005994892855272465
48,0.0005994892855272465
49,0.0005994892855272465
50,0.0005994892855272465
