FEA Run,Global Fitness
1,0.2963415227595085
2,0.16431475697748488
3,0.7538423399174455
4,0.7717061149515134
5,0.7390266773988291
6,0.7839632485450605
7,0.6104130829204842
8,0.8806342946858973
9,0.736123985114435
10,0.19380457344105964
11,0.840732170760342
12,0.12188021489674944
13,0.5937518162275408
14,0.7548347465991413
15,0.2667476582721708
16,0.7366712206633916
17,0.05544181335121822
18,0.1743952589915173
19,0.32639274589073525
20,0.9380187239121537
21,0.38893620174311627
22,0.9496314220572947
23,0.15388765361216047
24,0.43179611085723035
25,0.7252394672185872
26,0.4464771615223894
27,0.767722285311246
28,0.5893908250683931
29,0.3659038455141367
30,0.35385540361545487
31,0.5193970281467057
32,0.9543813044198131
33,0.5378103045807028
34,0.8315314951953271
35,0.9610511953886494
36,0.19263380093326565
37,0.07721704489270033
38,0.25357078752447115
39,0.23892150561201075
40,0.17761784280923584
41,0.39326156815465024
42,0.26281670471443397
43,0.9036740025602567
44,0.9629338075700762
45,0.3356888800142205
46,0.9864266307482435
47,0.9735928304867629
48,0.6225553318118859
49,0.8976908528464469
50,0.9449529852580707
