FEA Run,Global Fitness
1,5.254739628020517
2,1.7150967290331507
3,1.0692709233577544
4,0.8024501177982153
5,0.6998957113842472
6,0.5554583256016213
7,0.40007967051591997
8,0.4000014721812712
9,0.3998802168488028
10,0.39987423487511364
11,0.39987423487511364
12,0.39987423487511364
13,0.39987423487511364
14,0.39987423487511364
15,0.3998739021951995
16,0.3998739021951995
17,0.3998739021951995
18,0.3998739021951995
19,0.3998739021951995
20,0.399873725719281
21,0.399873725719281
22,0.399873725719281
23,0.399873725719281
24,0.399873725719281
25,0.399873725719281
26,0.399873725719281
27,0.399873725719281
28,0.399873725719281
29,0.399873725719281
30,0.399873725719281
31,0.399873725719281
32,0.399873725719281
33,0.399873725719281
34,0.399873725719281
35,0.399873725719281
36,0.399873725719281
37,0.399873725719281
38,0.399873725719281
39,0.3998733796735707
40,0.3998733796735707
41,0.3998733796735707
42,0.3998733796735707
43,0.3998733796735707
44,0.3998733796735707
45,0.3998733796735707
46,0.3998733670735441
47,0.39987334657529194
48,0.39987334657529194
49,0.39987334657529194
50,0.39987334657529194
