FEA Run,Global Fitness
1,1706.213768761237
2,195.31844061933947
3,11.34546848797964
4,6.805281784272738
5,3.9687853034534872
6,1.632314908443645
7,0.7796717249700817
8,0.28866158569501454
9,0.1546268125389324
10,0.08851827504798725
11,0.05892284907802664
12,0.0452632303453034
13,0.03386718090153292
14,0.026966400269077154
15,0.017485691213610335
16,0.014693333885693008
17,0.013937920266176332
18,0.012924532206310355
19,0.009432342263257277
20,0.007454210656770023
21,0.006011678336659076
22,0.005565115183768027
23,0.005554854774084797
24,0.005475398876352567
25,0.005426245780779888
26,0.0050086063851050655
27,0.00497628762691708
28,0.0049107978496557405
29,0.004494076889626395
30,0.0041551716928520405
31,0.004064370781558746
32,0.0036685098381656254
33,0.0034668903953306556
34,0.003449013375436416
35,0.003449013375436416
36,0.003449013375436416
37,0.0034425849522347627
38,0.0034425849522347627
39,0.003402284318529583
40,0.0033101163626146363
41,0.003304431012956991
42,0.003304431012956991
43,0.003304431012956991
44,0.0032965568227739392
45,0.003184543026159225
46,0.003184543026159225
47,0.003184543026159225
48,0.003112264288010572
49,0.002520984439282404
50,0.0024194272909120905
