FEA Run,Global Fitness
1,1.3535649290459402
2,0.3109136086835351
3,0.057815500014542165
4,0.01060454913663511
5,0.005080375766272516
6,0.0016007202091405937
7,0.0006222649771601141
8,0.0003119441553192104
9,0.00013227111446112438
10,4.952050335083058e-05
11,1.936282135184264e-05
12,8.01954241413938e-06
13,6.800567238007815e-06
14,5.275504604274062e-07
15,1.0144417528223926e-08
16,1.9452288668730944e-09
17,5.574893879867204e-10
18,1.4785750401813402e-10
19,4.0746961360582645e-11
20,5.841771510972649e-12
21,1.2112533198660458e-12
22,5.522249324485529e-13
23,1.2279066652354231e-13
24,1.9761969838327786e-14
25,3.9968028886505635e-15
26,3.1086244689504383e-15
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
