FEA Run,Global Fitness
1,36207.61334897944
2,1815.3236163238075
3,408.1469907412676
4,176.4523990750086
5,72.96754645017067
6,37.407806006738724
7,23.74599389865997
8,13.513141605621623
9,7.84672443133062
10,6.13331551061686
11,4.5610655007499545
12,3.9288951852262257
13,3.6284397118451013
14,3.3550136975530473
15,2.848819940045974
16,2.6449958899581074
17,2.4974257932922095
18,2.278524789287095
19,1.9631826039264082
20,1.5161764900419923
21,1.0559422786084975
22,0.6858471959827751
23,0.470374454126117
24,0.3660516972242298
25,0.19987570689836667
26,0.1292080141657127
27,0.10247648192363461
28,0.062595341480499
29,0.03946158352559083
30,0.024521562309146896
31,0.017612377404293826
32,0.01426035753681628
33,0.009922588013124584
34,0.007631605141756937
35,0.005197399186219522
36,0.0033538560500149667
37,0.0022114272530739153
38,0.0013435405321222723
39,0.0009535148367124049
40,0.000621476860941211
41,0.0004865024380871554
42,0.0002887689220234963
43,0.00017327070277243335
44,0.00013133992975336404
45,9.107015794565149e-05
46,6.464148304301557e-05
47,4.32399393700072e-05
48,3.091019389530014e-05
49,2.2506990475213882e-05
50,1.4570733899359712e-05
