FEA Run,Global Fitness
1,6.8617519920956696
2,2.773703396830076
3,2.1230040182686136
4,2.0192835478113946
5,1.900730164040532
6,1.5362776150597068
7,1.1665002127526773
8,1.1551873695014483
9,0.6533380816511039
10,0.006995007076913584
11,0.0009702594993084013
12,4.757559927570654e-05
13,3.881647130699051e-05
14,3.0161883910473364e-06
15,1.2120580596963748e-06
16,2.3523960779314734e-07
17,1.0860146604230181e-07
18,5.3436867819556255e-08
19,1.9715593158053935e-08
20,8.693412656413102e-09
21,5.249422674324933e-09
22,1.8326287154479814e-09
23,1.0749130474607682e-09
24,7.654006317636686e-10
25,2.1629320556826315e-10
26,7.677458668808868e-11
27,3.7691183507604364e-11
28,3.261790837427725e-11
29,2.7217783582500488e-11
30,6.285194587007936e-12
31,2.0752288776293426e-12
32,1.2865264409356314e-12
33,5.937472735695337e-13
34,4.374278717023117e-13
35,1.567634910770721e-13
36,1.283417816466681e-13
37,5.728750807065808e-14
38,5.0182080713057076e-14
39,5.0182080713057076e-14
40,4.6629367034256575e-14
41,4.3076653355456074e-14
42,4.3076653355456074e-14
43,4.3076653355456074e-14
44,4.3076653355456074e-14
45,4.3076653355456074e-14
46,4.3076653355456074e-14
47,4.3076653355456074e-14
48,4.3076653355456074e-14
49,4.3076653355456074e-14
50,4.3076653355456074e-14
