FEA Run,Global Fitness
1,236.87813713219967
2,230.08113972396023
3,215.44212917594294
4,212.31502499965757
5,209.36519698517708
6,207.17787029115794
7,203.55069209386042
8,202.29453184044323
9,200.8841070792878
10,200.23802145170987
11,199.77821525715515
12,198.99692180693722
13,198.1597014778103
14,197.69387753436675
15,197.3389868612102
16,196.64884216583513
17,196.27932087252648
18,195.90474951537524
19,195.5729455553632
20,195.27738699108042
21,195.00307069668432
22,194.87193392681078
23,194.64402771067944
24,194.51544880644806
25,194.33640428676193
26,193.92680280570758
27,193.85011731009234
28,193.58174837113103
29,193.42163029540498
30,193.27405552868012
31,193.13331847955945
32,193.0076024727133
33,192.88510404148718
34,192.77229911597223
35,192.66528880393201
36,192.5671506654333
37,192.471500186112
38,192.38335536892848
39,192.30304790259268
40,192.22772154853277
41,192.18148711567113
42,192.0913315285621
43,192.02786045129056
44,191.9699734390051
45,191.91739411569387
46,191.866078372136
47,191.81781008479902
48,191.77367559140544
49,191.73223961716138
50,191.69360319359876
