FEA Run,Global Fitness
1,5.4244162925829755
2,3.031721753464325
3,1.6004593359833734
4,1.3464897350707474
5,0.9955745893422829
6,0.9949856766183984
7,0.9949593402737236
8,0.9949591771985098
9,0.9949590678386357
10,0.9949590594460034
11,0.9949590571158495
12,0.9949590571014966
13,0.9949590570977165
14,0.9949590570933111
15,0.9949590570933111
16,0.9949590570932969
17,0.9949590570932969
18,4.337443994018031e-05
19,5.265530063525148e-06
20,5.694005267287139e-10
21,5.694005267287139e-10
22,1.936939497682033e-11
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
